"code8","commonName","object","krugerCode","scientificName","genus","specEpith","subSp","class","order","family","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","det_invert","det_mamsBirds","det_reptAmph","det_fish","det_vertUnkn","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_mastSoft","det_mastHard","det_mastConifers","det_mastPods","det_mastSamaras","foraging_stratum","activity_cycle","freshwater","marine","terrestrial","aerial","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","TEE_kcal_d","logBodyMass"
"propitheCandidus","","","","Propithecus candidus","Propithecus","candidus","","mammal","Primates","Indriidae",5750,41.23,525.87,NA,4036.292,1683.65,1618.856,913,1553.07,166.283,2,1.01,0.62,744.69,134.995,266.619,NA,3650,2.774,38.75,0,2,0.21,4.95,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1875,700,1175,NA,"isolated islands",NA,NA,"Afrotropical",1,751.2086211,3.75966784468963
"propithePerrieri","","","","Propithecus perrieri","Propithecus","perrieri","","mammal","Primates","Indriidae",6414.495,41.863,525.87,NA,4036.292,1618.856,1618.856,NA,1785.139,166.283,NA,1.01,0.62,744.69,134.995,266.619,NA,3716.825,2.946,NA,0,2,NA,4.5,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,400,0,400,NA,"isolated islands",NA,NA,"Afrotropical",1,813.8968637,3.80716247094534
"propitheEdwardsi","","","","Propithecus edwardsi","Propithecus","edwardsi","","mammal","Primates","Indriidae",6568.99,40.052,525.87,NA,4036.292,1618.856,1618.856,NA,1785.139,166.283,NA,1.01,0.62,744.69,134.995,266.619,NA,3650,2.985,4,0,2,NA,6,0,0,0,0,0,0,40,0,10,50,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1600,600,1000,1,"isolated islands",0,0,"Afrotropical",1,828.2181135,3.81749860074002
"propitheDiadema","","","","Propithecus diadema","Propithecus","diadema","","mammal","Primates","Indriidae",6414.495,41.23,525.87,NA,4036.292,1683.65,1618.856,913,1553.07,166.283,2,1.01,0.62,744.69,134.995,266.619,NA,3650,2.946,38.75,0,2,0.21,4.95,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1650,200,1450,NA,"isolated islands",NA,NA,"Afrotropical",1,813.8968637,3.80716247094534
"propitheDiadema","","","","Propithecus diadema","Propithecus","diadema","","mammal","Primates","Indriidae",6414.495,41.23,525.87,NA,4036.292,1683.65,1618.856,913,1553.07,166.283,2,1.01,0.62,744.69,134.995,266.619,NA,3650,2.946,38.75,0,2,0.21,4.95,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1650,200,1450,NA,"isolated islands",NA,NA,"Afrotropical",1,813.8968637,3.80716247094534
"propitheDeckenii","","","","Propithecus deckenii","Propithecus","deckenii","","mammal","Primates","Indriidae",3588.26,27.76,511.245,NA,11132.5,927.97,943.94,912,1091.94,148,NA,1.02,1,450.691,77.64,177.83,NA,3650,2.14,172.6,0,2,NA,NA,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,531.7094917,3.5548839038465
"propitheDeckenii","","","","Propithecus deckenii","Propithecus","deckenii","","mammal","Primates","Indriidae",3588.26,27.76,511.245,NA,11132.5,927.97,943.94,912,1091.94,148,NA,1.02,1,450.691,77.64,177.83,NA,3650,2.14,172.6,0,2,NA,NA,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,531.7094917,3.5548839038465
"hapalemuOccident","","","","Hapalemur occidentalis","Hapalemur","occidentalis","","mammal","Primates","Lemuridae",1202.71,14.455,396.5,NA,8504.5,880.513,880.513,NA,1021.753,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,NA,0,2,NA,NA,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,238.6436812,3.08016092195111
"hapalemuMeridion","","","","Hapalemur meridionalis","Hapalemur","meridionalis","","mammal","Primates","Lemuridae",935,13.903,396.5,NA,8504.5,1003.17,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.022,30.583,0,2,0.01,3.1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1600,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,198.4302272,2.97081161087252
"hapalemuGriseus","","","","Hapalemur griseus","Hapalemur","griseus","","mammal","Primates","Lemuridae",1202.71,13.903,396.5,NA,8504.5,1003.17,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,30.583,0,2,0.01,3.1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,238.6436812,3.08016092195111
"hapalemuGriseus","","","","Hapalemur griseus","Hapalemur","griseus","","mammal","Primates","Lemuridae",1202.71,13.903,396.5,NA,8504.5,1003.17,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,30.583,0,2,0.01,3.1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,238.6436812,3.08016092195111
"hapalemuGriseus","","","","Hapalemur griseus","Hapalemur","griseus","","mammal","Primates","Lemuridae",1202.71,13.903,396.5,NA,8504.5,1003.17,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,30.583,0,2,0.01,3.1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,238.6436812,3.08016092195111
"hapalemuGriseus","","","","Hapalemur griseus","Hapalemur","griseus","","mammal","Primates","Lemuridae",1202.71,13.903,396.5,NA,8504.5,1003.17,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,30.583,0,2,0.01,3.1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,238.6436812,3.08016092195111
"hapalemuGriseus","","","","Hapalemur griseus","Hapalemur","griseus","","mammal","Primates","Lemuridae",1202.71,13.903,396.5,NA,8504.5,1003.17,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,30.583,0,2,0.01,3.1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,238.6436812,3.08016092195111
"hapalemuAlaotren","","","","Hapalemur alaotrensis","Hapalemur","alaotrensis","","mammal","Primates","Lemuridae",1275.105,14.745,396.5,NA,8504.5,880.513,880.513,NA,1021.753,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3260.575,1.212,88,0,2,NA,NA,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,750,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,249.089044,3.10554594872528
"hapalemuAureus","","","","Hapalemur aureus","Hapalemur","aureus","","mammal","Primates","Lemuridae",1476.205,16.435,381.54,NA,4157.958,NA,708.976,NA,822.312,142.5,NA,1.01,1.05,364.75,NA,135,NA,2783.99,1.313,NA,0,2,0.21,3,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1400,600,800,1,"isolated islands",0,0,"Afrotropical",2,277.3113186,3.16914667197666
"prolemurSimus","","","","Prolemur simus","Prolemur","simus","","mammal","Primates","Lemuridae",1883.955,26.23,414,NA,6424,NA,712.84,NA,870.551,141,NA,1,1,364.373,NA,144.54,NA,3285,1.502,NA,0,2,0.62,7.5,0,0,0,0,0,0,10,0,0,90,NA,NA,NA,NA,NA,"Ar",2,0,0,1,0,1600,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,331.5882921,3.27507052505713
"eulemurMacaco","","","","Eulemur macaco","Eulemur","macaco","","mammal","Primates","Lemuridae",2485.215,23.56,423.555,NA,14235,660.75,604.375,548,868.7,127.245,NA,1.04,1,364.75,74.67,152,NA,4120.412,1.749,200,0,2,0.03,9.2,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1600,NA,NA,1,"isolated islands",0,0,"Afrotropical",1,406.2208877,3.39536396621806
"eulemurFlavifro","","","","Eulemur flavifrons","Eulemur","flavifrons","","mammal","Primates","Lemuridae",1850,23.56,423.555,NA,14235,660.75,604.375,548,868.7,127.245,NA,1.04,1,364.75,74.67,152,NA,2920,1.749,200,0,2,0.03,9.2,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1200,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,327.1976379,3.26717172840301
"eulemurCoronatu","","","","Eulemur coronatus","Eulemur","coronatus","","mammal","Primates","Lemuridae",1699.85,20.08,401.135,NA,10950,701.52,608.72,NA,826.54,125.396,NA,1.5,1,363.697,59,144.34,NA,3062.15,1.419,379.514,0,2,0.05,6.95,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1400,0,1400,1,"isolated islands",0,0,"Afrotropical",1,307.5161497,3.23041059958624
"eulemurMongoz","","","","Eulemur mongoz","Eulemur","mongoz","","mammal","Primates","Lemuridae",1915.565,24.033,402.425,NA,13213,1060.7,796.255,1065,916.15,128.5,NA,1.11,1,364.75,55.965,154,NA,4154.101,1.516,44.6,0,2,0.05,2.7,0,0,0,0,0,0,20,50,0,30,NA,NA,NA,NA,NA,"Ar",2,0,0,1,0,400,NA,NA,1,"isolated islands",0,0,"Afrotropical",1,335.6567561,3.28229689328719
"eulemurRufifron","","","","Eulemur rufifrons","Eulemur","rufifrons","","mammal","Primates","Lemuridae",2250,22.31,469.62,NA,13505,597.887,647.775,548,767.19,119.415,NA,1.1,2,541.879,80.85,153,NA,2920,1.656,86.35,0,2,NA,9.5,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1670,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,377.6718082,3.35218251811136
"eulemurSanfordi","","","","Eulemur sanfordi","Eulemur","sanfordi","","mammal","Primates","Lemuridae",2406.515,21.25,484.81,NA,13505,597.887,647.775,548,767.19,119.415,NA,1.1,2,541.879,80.85,153,NA,2974.727,1.718,507.6,0,2,NA,7.7,0,0,0,0,0,0,80,0,0,20,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1400,NA,NA,1,"isolated islands",0,0,"Afrotropical",1,396.752512,3.38138857301397
"eulemurAlbifron","","","","Eulemur albifrons","Eulemur","albifrons","","mammal","Primates","Lemuridae",2426.29,22.3,459.81,NA,14235,591.188,634.375,548,759.051,124.676,NA,1.07,1,450.691,74.83,152.5,NA,2920,1.726,71.214,0,2,NA,NA,20,0,0,0,0,0,40,0,0,40,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1670,0,1670,NA,"isolated islands",NA,NA,"Afrotropical",1,399.139318,3.38494270826703
"eulemurRufus","","","","Eulemur rufus","Eulemur","rufus","","mammal","Primates","Lemuridae",2406.81,22.31,469.62,NA,13505,597.887,647.775,548,767.19,119.415,NA,1.1,2,541.879,80.85,153,NA,2920,1.718,86.35,0,2,NA,9.5,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,NA,NA,NA,1,"isolated islands",0,0,"Afrotropical",1,396.7881564,3.38144180726361
"eulemurCinereic","","","","Eulemur cinereiceps","Eulemur","cinereiceps","","mammal","Primates","Lemuridae",2413.593,23.65,484.81,NA,13505,597.887,647.775,548,767.19,119.415,NA,1.1,2,541.879,80.85,153,NA,2920,1.721,7.4,0,2,NA,NA,0,0,0,0,0,0,80,5,0,15,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,900,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,397.6074133,3.38266403761034
"eulemurFulvus","","","","Eulemur fulvus","Eulemur","fulvus","","mammal","Primates","Lemuridae",2419,23.8,484.81,NA,13505,791.75,647.775,548,970.9,119.415,3,1.1,2,541.879,80.85,153,NA,2920,1.723,110,0,2,0.05,9.15,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,400,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,398.2600353,3.38363586836188
"eulemurFulvus","","","","Eulemur fulvus","Eulemur","fulvus","","mammal","Primates","Lemuridae",2419,23.8,484.81,NA,13505,791.75,647.775,548,970.9,119.415,3,1.1,2,541.879,80.85,153,NA,2920,1.723,110,0,2,0.05,9.15,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,400,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,398.2600353,3.38363586836188
"eulemurFulvus","","","","Eulemur fulvus","Eulemur","fulvus","","mammal","Primates","Lemuridae",2419,23.8,484.81,NA,13505,791.75,647.775,548,970.9,119.415,3,1.1,2,541.879,80.85,153,NA,2920,1.723,110,0,2,0.05,9.15,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,400,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,398.2600353,3.38363586836188
"eulemurFulvus","","","","Eulemur fulvus","Eulemur","fulvus","","mammal","Primates","Lemuridae",2419,23.8,484.81,NA,13505,791.75,647.775,548,970.9,119.415,3,1.1,2,541.879,80.85,153,NA,2920,1.723,110,0,2,0.05,9.15,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,400,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,398.2600353,3.38363586836188
"eulemurAlbifron","","","","Eulemur albifrons","Eulemur","albifrons","","mammal","Primates","Lemuridae",2426.29,22.3,459.81,NA,14235,591.188,634.375,548,759.051,124.676,NA,1.07,1,450.691,74.83,152.5,NA,2920,1.726,71.214,0,2,NA,NA,20,0,0,0,0,0,40,0,0,40,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1670,0,1670,NA,"isolated islands",NA,NA,"Afrotropical",1,399.139318,3.38494270826703
"eulemurCinereic","","","","Eulemur cinereiceps","Eulemur","cinereiceps","","mammal","Primates","Lemuridae",2413.593,23.65,484.81,NA,13505,597.887,647.775,548,767.19,119.415,NA,1.1,2,541.879,80.85,153,NA,2920,1.721,7.4,0,2,NA,NA,0,0,0,0,0,0,80,5,0,15,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,900,NA,NA,NA,"isolated islands",NA,NA,"Afrotropical",1,397.6074133,3.38266403761034
"eulemurAlbifron","","","","Eulemur albifrons","Eulemur","albifrons","","mammal","Primates","Lemuridae",2426.29,22.3,459.81,NA,14235,591.188,634.375,548,759.051,124.676,NA,1.07,1,450.691,74.83,152.5,NA,2920,1.726,71.214,0,2,NA,NA,20,0,0,0,0,0,40,0,0,40,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1670,0,1670,NA,"isolated islands",NA,NA,"Afrotropical",1,399.139318,3.38494270826703
"eulemurRubriven","","","","Eulemur rubriventer","Eulemur","rubriventer","","mammal","Primates","Lemuridae",1765.33,26.775,427.36,NA,7497.708,566.36,566.36,1350,696.36,130,NA,1,1.077,359.226,85.5,151.22,NA,2920,1.449,29.4,0,2,0.13,3.3,0,0,0,0,0,0,30,0,0,70,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,2400,70,2330,1,"isolated islands",1,0,"Afrotropical",1,316.1540163,3.24682590166876
"vareciaRubra","","","","Varecia rubra","Varecia","rubra","","mammal","Primates","Lemuridae",3670,30.43,553.675,NA,13206.917,630.38,652.76,608,753.088,100.328,NA,2.2,1,364.75,89.595,111.85,2893,2920,2.167,36.85,0,2,NA,NA,0,0,0,0,0,0,90,0,0,10,NA,NA,NA,NA,NA,"Ar",2,0,0,1,0,1200,0,1200,1,"isolated islands",0,0,"Afrotropical",1,540.5598165,3.56466606425209
"vareciaVariegat","","","","Varecia variegata","Varecia","variegata","","mammal","Primates","Lemuridae",3670,30.583,553.675,NA,13176.5,701.52,652.76,608,700.8,100.328,6,2.2,1,364.75,89.595,111.85,2893,3285,2.167,51.24,0,2,1.39,2.8,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",2,0,0,1,0,NA,NA,NA,1,"isolated islands",0,0,"Afrotropical",1,540.5598165,3.56466606425209
"daubentoMadagasc","","","","Daubentonia madagascariensis","Daubentonia","madagascariensis","","mammal","Primates","Daubentoniidae",2610.33,45.15,420,NA,8869.5,834.72,882,NA,1277.5,167,2,1,1,835.633,121.79,197.7,1535,2920,1.797,39.79,0,2,0.06,1,40,0,0,0,0,0,0,20,40,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,1875,0,1875,1,"isolated islands",1,0,"Afrotropical",2,421.1104991,3.41669541466376
"euoticusElegantu","","","","Euoticus elegantulus","Euoticus","elegantulus","","mammal","Primates","Galagidae",280,5.55,255,NA,5475,NA,396.788,NA,512.324,135.206,NA,0.99,1.616,182,NA,60,NA,2008.587,0.526,16.25,0,2,NA,1,20,0,0,0,0,0,20,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,82.00156126,2.44715803134222
"euoticusPallidus","","","","Euoticus pallidus","Euoticus","pallidus","","mammal","Primates","Galagidae",277.37,5.19,235.89,NA,5475,NA,338.022,NA,443.457,132.715,NA,1.243,1.648,213.124,NA,82.223,NA,1825,0.524,NA,0,2,NA,NA,20,0,0,0,0,0,20,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,81.43634952,2.44305948651728
"sciurochGabonens","","","","Sciurocheirus gabonensis","Sciurocheirus","gabonensis","","mammal","Primates","Galagidae",277.615,5.36,202.5,NA,4380,295.444,295.444,NA,429.968,134.524,NA,1.22,1,364.75,23.965,86.905,NA,1712.638,0.524,NA,0,2,NA,NA,20,0,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,81.4890626,2.44344292806968
"galagoidThomasi","","","","Galagoides thomasi","Galagoides","thomasi","","mammal","Primates","Galagidae",63.8,3.01,137.5,NA,5110,307.62,345.24,270,456.24,111,NA,1.29,1,364.75,9.89,45.654,NA,1900.606,0.233,64.95,0,2,NA,1,80,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,27.73659055,1.80482067872116
"galagoMoholi","","","","Galago moholi","Galago","moholi","","mammal","Primates","Galagidae",180,3.854,180,NA,6874.167,420.91,323.23,300,259.15,126,NA,1.545,2,200.613,12.1,90.46,100,1930.522,0.413,3.14,0,2,0.04,1,40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,59.31837142,2.25527250510331
"galagoSenegale","","","","Galago senegalensis","Galago","senegalensis","","mammal","Primates","Galagidae",192.2,4.104,180,NA,6874.167,330.37,285.185,300,511,126.49,NA,1.5,2,221.848,12.2,89.089,108.335,2167.552,0.428,150,0,2,0.08,3.5,40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,62.23903561,2.28375338333253
"galagoGallarum","","","","Galago gallarum","Galago","gallarum","","mammal","Primates","Galagidae",192.2,4.096,180,NA,6874.167,292.592,285.185,300,411.675,126.49,NA,1.5,2,221.848,12.2,89.089,108.335,1939.579,0.428,NA,0,2,NA,NA,40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,1200,150,1050,0,"mainland",0,0,"Afrotropical",1,62.23903561,2.28375338333253
"galagoMatschie","","","","Galago matschiei","Galago","matschiei","","mammal","Primates","Galagidae",192.2,4.004,177.5,NA,6874.167,292.592,285.185,300,411.675,126.49,NA,1.5,2,221.848,12.2,89.089,108.335,1945.412,0.428,NA,0,2,NA,1,40,0,0,0,0,0,0,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,62.23903561,2.28375338333253
"otolemurCrassica","","","","Otolemur crassicaudatus","Otolemur","crassicaudatus","","mammal","Primates","Galagidae",1080.625,12.029,386,NA,8285.5,609.86,609.86,639,799.35,131.04,NA,1.518,1,241.834,46.57,137.875,500,2763.926,1.106,87.99,0,2,0.06,3.5,20,0,0,0,0,0,20,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,1800,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,220.6380524,3.033675010618
"otolemurGarnetti","","","","Otolemur garnettii","Otolemur","garnettii","","mammal","Primates","Galagidae",473.265,13.034,200,NA,6874.167,592.15,344.84,450,576.7,128.744,NA,1.26,1.715,221.848,14.05,91.554,108.335,2277.709,0.702,34.5,0,2,0.12,1,20,0,0,0,0,0,20,60,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,2500,0,2500,NA,"mainland",NA,NA,"Afrotropical",2,120.4714134,2.67510438769445
"galagoidDemidoff","","","","Galagoides demidoff","Galagoides","demidoff","","mammal","Primates","Galagidae",63.1,2.847,137.5,NA,5110,345.24,345.24,270,359.52,111,NA,1.29,1,364.75,9.89,45.654,NA,1705.404,0.232,57.5,0,2,0.01,5.5,80,0,0,0,0,0,10,10,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,27.51322611,1.80002935924413
"arctocebCalabare","","","","Arctocebus calabarensis","Arctocebus","calabarensis","","mammal","Primates","Lorisidae",257.755,7.06,272.495,NA,4745,298.91,298.91,270,417.92,133.74,NA,1,1.5,140.639,29.69,112.309,160,1672.773,0.503,6.2,0,2,NA,1,70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,77.17447479,2.41120709859706
"arctocebAureus","","","","Arctocebus aureus","Arctocebus","aureus","","mammal","Primates","Lorisidae",257.5,5.688,272.495,NA,4745,284.455,298.91,270,432.65,133.74,NA,1,1.5,140.639,29.69,112.309,160,1739.996,0.503,4.5,0,2,NA,NA,70,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,77.11851077,2.41077723337721
"perodictPotto","","","","Perodicticus potto","Perodicticus","potto","","mammal","Primates","Lorisidae",1011,11.98,355,NA,9782,561.58,561.58,547,750.07,193,NA,1.03,1,275.836,40.51,132.092,NA,3326.99,1.066,9.125,0,2,0.11,1,10,0,0,0,0,0,80,10,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,1830,600,1230,NA,"mainland",NA,NA,"Afrotropical",1,210.1271267,3.004751155591
"perodictPotto","","","","Perodicticus potto","Perodicticus","potto","","mammal","Primates","Lorisidae",1011,11.98,355,NA,9782,561.58,561.58,547,750.07,193,NA,1.03,1,275.836,40.51,132.092,NA,3326.99,1.066,9.125,0,2,0.11,1,10,0,0,0,0,0,80,10,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,1830,600,1230,NA,"mainland",NA,NA,"Afrotropical",1,210.1271267,3.004751155591
"mandrillLeucopha","","","","Mandrillus leucophaeus","Mandrillus","leucophaeus","","mammal","Primates","Cercopithecidae",16251.65,126.3,732,NA,14298.875,1745.96,1730.287,NA,1825,179.22,NA,1,0.65,480.386,772,486.976,NA,3650,4.912,NA,0,1,NA,17,10,0,0,0,10,0,40,0,30,10,NA,NA,NA,NA,NA,"S",3,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,1608.669208,4.21089746066979
"mandrillSphinx","","","","Mandrillus sphinx","Mandrillus","sphinx","","mammal","Primates","Cercopithecidae",23000,172.897,761.47,NA,16910.45,2122.11,1326.66,NA,1460,173.99,NA,1.045,0.83,526.459,613,354,3000,3650,5.946,4.76,0,2,26.34,13.9,10,0,0,0,10,0,40,0,30,10,NA,NA,NA,NA,NA,"S",3,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,2074.962876,4.36172783601759
"cercocebTorquatu","","","","Cercocebus torquatus","Cercocebus","torquatus","","mammal","Primates","Cercopithecidae",8789,113.825,774,NA,16790,1318.86,1145.93,NA,1704.55,167.99,NA,1,0.95,445.37,NA,308.945,NA,3285,3.503,6.877,0,2,NA,26.85,20,0,0,0,10,0,70,0,0,0,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1000,0,1000,NA,"mainland",NA,NA,"Afrotropical",1,1025.210944,3.94393946447222
"cercocebAtys","","","","Cercocebus atys","Cercocebus","atys","","mammal","Primates","Cercopithecidae",8778,101.298,774,NA,16790,1321.67,1318.86,NA,1485.86,167,NA,1.005,1,434.053,527.17,304.408,NA,3285,3.501,24.5,0,2,NA,35,10,0,0,0,0,0,40,0,50,0,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1000,0,1000,0,"mainland",0,0,"Afrotropical",1,1024.27039,3.94339557650895
"cercocebGaleritu","","","","Cercocebus galeritus","Cercocebus","galeritus","","mammal","Primates","Cercopithecidae",7066.5,94.842,699,NA,7665,2735.94,2502.32,NA,2372.5,176.24,NA,1.005,0.654,593.749,NA,365.232,2170,3907.325,3.107,191.063,0,2,0.51,20.35,20,0,0,0,10,0,70,0,0,0,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,40,20,20,NA,"mainland",NA,NA,"Afrotropical",1,873.7393152,3.84920436329391
"cercocebSanjei","","","","Cercocebus sanjei","Cercocebus","sanjei","","mammal","Primates","Cercopithecidae",7066.5,90.948,699,NA,7665,2502.32,2502.32,NA,2678.56,176.24,NA,1.005,0.627,602.178,NA,365.232,2170,4306.488,3.107,NA,0,2,NA,NA,0,0,0,0,0,0,70,0,0,30,NA,NA,NA,NA,NA,"Ar",3,0,0,1,0,1300,400,900,NA,"mainland",NA,NA,"Afrotropical",1,873.7393152,3.84920436329391
